drug_id	cyp1a2_sub	cyp2c19_sub	cyp2c9_sub	cyp2d6_sub	cyp2e1_sub	cyp3a4_sub
5ALPHA-ANDROSTANE-3ALPHA, 17BETA-DIOL	0	0	1	0	0	0
5ALPHA-ANDROSTANE-3ALPHA,17BETA-DIOL (STEROID)	0	0	0	0	0	1
5BETA-CHOLESTANE-3ALPHA,7ALPHA,12ALPHA-TRIOL (STEROL)	0	1	0	0	0	1
5_6_7_8_tetrahydro_4_methylquinoline	0	0	0	0	0	0
5_6_dimethylbenzimidazole	0	0	0	0	0	0
5_6_dimethylbicyclo_2.2.1_hepta_5_ene_2_ol	0	0	0	0	0	0
5_acetylamino_6_amino_3_methyluracil	0	0	0	0	0	0
5_androstene_3beta_16alpha_17alpha_triol	0	0	0	0	0	0
5_dehydroepisterol	0	0	0	0	0	0
5_formiminotetrahydrofolic_acid	0	0	0	0	0	0
5_hexyltetrahydro_2_furanoctanoic_acid	0	0	0	0	0	0
5_hydroxytryptamine	0	0	1	0	0	0
5_hydroxytryptophol_glucuronide	0	0	0	0	0	0
5_mdmt	0	0	0	0	0	0
5_methoxycanthin_6_one	0	0	0	0	0	0
5_methoxyindoleacetate	0	0	0	0	0	0
5_methoxytryptamine	0	0	0	0	0	0
5_methylchrysene	1	0	0	1	1	1
5_mop	0	0	0	0	0	0
5_nonadecyl_1_3_benzenediol	0	0	0	0	0	0
5_octadecynoic_acid	0	0	0	0	0	0
5_oh_diclofenac	0	0	0	0	0	0
5alpha_androst_3_en_17_one	0	0	0	0	0	0
5alpha_androstan_3beta_ol	0	0	0	0	0	0
5alpha_cholestanone	0	0	0	0	0	0
5alpha_pregnane_3_20_dione	0	0	0	0	0	0
5betacholestane-3_7_12_trihydroxy	0	0	0	0	0	1
5betacholestane_3_7_12_trihydroxy	0	0	0	0	0	0
5prime_hydroxypiroxicam	0	0	0	0	0	0
6 ALPHA-HYDROXYPACLITAXEL	0	0	0	0	0	1
6 beta-hydroxycortisol	0	0	0	0	0	0
6-(4-(2,5-DIFLUOROPHENYL)OXAZOL-5-YL)-3-ISOPROPYL-[1,2,4]-TRIAZOLO[4,3-A]PYRIDINE	0	0	0	0	0	1
6-AMINOCHRYSENE (6-CHRYSENAMINE; 6-AC)	0	0	0	0	0	1
6-DIMETHYLAMINO-2-NAPHTHALDEHYDE	1	0	0	0	0	0
6-NITROCHRYSENE (6-NC)	0	0	0	0	0	1
6-aminochrysene	0	0	0	1	0	0
6-hydroxychlorzoxazone	0	0	0	0	1	0
6-nitrochrysene	0	0	0	0	1	0
6_10_dimethylspiro_4.5_dec_6_ene_2_8_dione	0	0	0	0	0	0
6_aminochrysene	1	0	0	0	0	0
6_ethyl_1_methyl_2_7_8_trioxabicyclo_3.2.1_octane	0	0	0	0	0	0
6_hydroxy_2_6_dimethylocta_2_7_dien_4_one	0	0	0	0	0	0
6_hydroxy_8_docosanone	0	0	0	0	0	0
6_hydroxy_8_hexacosanone	0	0	0	0	0	0
6_hydroxy_8_pentacosanone	0	0	0	0	0	0
6_methylchrysene	1	0	0	1	1	1
6_monoacetylmorphine	0	0	0	0	0	0
6_nitrochrysene	1	0	0	0	0	0
6_phosphogluconic_acid	0	0	0	0	0	0
6_sulfatoxymelatonin	0	0	0	0	0	0
6_trans_12_epi_leukotriene_b4	0	0	0	0	0	0
7,12-DIMETHYLBENZ[A]ANTHRACENE  (DMBA)	0	0	1	0	0	0
7,12-DIMETHYLBENZ[A]ANTHRACENE (DMBA)	0	0	0	0	1	1
7,8-DIHYDROXYBENZO[A]PYRENE  (7,8-DIHYDRODIOL)	0	0	1	0	0	0
7,8-DIHYDROXYBENZO[A]PYRENE (7,8-DIHYDRODIOL)	0	1	0	0	1	1
7-BENZYLOXY-4-TRIFLUOROMETHYLCOUMARIN (BFC)	0	1	0	0	0	1
7-BENZYLOXYQUINOLINE (BQ; 7BQ)	0	0	0	0	0	1
7-BENZYLOXYRESORUFIN (BR)	0	0	0	0	0	1
7-ETHOXY-4-TRIFLUOROMETHYLCOUMARIN (ALKYLOXYCOUMARIN)	0	0	0	0	1	0
7-ETHOXY-COUMARIN	0	0	0	0	1	0
7-ETHOXYCOUMARIN (7EC; ALKYLOXYCOUMARIN)	0	0	0	1	0	0
7-Hydroxycostol	0	0	0	0	0	0
7-Hydroxyterpineol 8-glucoside	0	0	0	0	0	0
7-METHOXY-4-(AMINOMETHYL)COUMARIN (MAMC)	0	1	0	0	0	0
7-METHOXY-4-TRIFLUOROMETHYLCOUMARIN  (MFC; 7-MFC)	0	0	1	0	0	0
7-METHOXY-4-TRIFLUOROMETHYLCOUMARIN (MFC; 7-MFC)	0	0	0	0	1	0
7-METHYLBENZ(C)ACRIDINE (7MBAC)	0	0	0	0	0	1
7-benzyloxy-4-trifluoromethylcoumarin	0	0	1	1	0	0
7-benzyloxyquinoline	0	0	0	0	0	0
7-ethoxy-4-trifluoromethylcoumarin	0	0	0	0	0	0
7-ethoxycoumarin	0	0	0	0	0	0
7-ethyl-10-hydroxycamptothecin	0	0	0	0	0	1
7-hydroxychlorpromazine	0	0	0	1	0	0
7-hydroxycoumarin	0	0	0	0	0	1
7-methoxyresorufin	0	0	0	0	1	0
7_9_dotriacontanediol	0	0	0	0	0	0
7_acetoxy_2_methylisoflavone	0	0	0	0	0	0
7_benzyloxy_4_trifluoromethylcoumarin	1	1	1	0	0	1
7_benzyloxyquinoline	0	0	0	0	0	0
7_benzyloxyresorufin	1	0	0	0	0	0
7_butoxycoumarin	0	0	0	0	0	1
7_ethoxycoumarin	1	1	1	0	0	0
7_ethoxyresorufin	1	0	1	0	0	0
7_hexoxycoumarin	0	0	0	0	0	1
7_hydroxy_delta_8_tetrahydrocannabinol	1	0	0	0	0	0
7_methoxycoumarin	1	0	0	0	0	0
7_methoxyresorufin	1	0	0	0	0	0
7_methylinosine	0	0	0	0	0	0
7_oxostigmasterol	0	0	0	0	0	0
7_pentoxycoumarin	0	0	0	0	0	1
7_pentoxyresorufin	1	0	0	1	0	1
7_sulfocholic_acid	0	0	0	0	0	0
7alpha_hydroxydehydroepiandrosterone	0	0	0	0	0	0
7beta_12alpha_dihydroxycholanoic_acid	0	0	0	0	0	0
7mbac	1	0	0	0	0	1
8-Desoxygartanin	0	0	0	0	0	0
8-OH-efavirenz	0	0	0	1	0	0
8-OXOBG	1	0	0	0	0	0
8-azaguanine	1	0	0	0	0	0
8-chlorotheophylline	1	0	0	0	0	0
8-hydroxycarteolol	0	0	0	1	0	0
8_10_nonacosanediol	0	0	0	0	0	0
8_hete	0	0	0	0	0	0
8_hydroxy_2_methoxy_6_methyl_1_4_naphthoquinone	0	0	0	0	0	0
8_iso_13_14_dihydro_15_keto_pgf2a	0	0	0	0	0	0
8_iso_pga1	0	0	0	0	0	0
8_mop	0	0	0	0	0	0
8_oh_efavirenz	0	1	1	0	0	0
8_oxohexadecanoic_acid	0	0	0	0	0	0
9-ANTHRALDEHYDE (9-AA)	0	0	1	0	0	1
9-Deazaguanine	1	0	0	0	0	0
9-Methylguanine	1	0	0	0	0	0
9-aminocamptothecin	0	0	0	0	0	1
9-cis-retinal	0	0	0	0	0	0
9-hydroxyrisperidone	0	0	0	0	0	0
9_alpha_fluoro_androstadienedione	0	0	0	0	0	1
9_anthraldehyde	0	1	0	0	1	0
9_hydroxyicosa_5_7_11_14_tetraenoic_acid	0	0	0	0	0	0
9_oh_risperidone	0	0	0	0	0	0
9s_hode	0	0	0	0	0	0
?ergoloid-mesylates	0	0	0	0	0	1
A-Type Cranberry Proanthocyanidins	0	0	0	0	0	0
ABT- 438	0	0	0	0	0	1
ABT- 761 (ITS N-DEHYDROXYLATED METABOLITE)	0	0	0	0	0	1
ABT-378 (LOPINAVIR)	0	0	0	0	0	1
ABT-438 (N-DEHYDROXYLATED METABOLITE ABT-761)	0	0	1	0	0	0
ABT-773	0	0	0	0	0	1
AC1OEPOV	0	0	0	0	0	0
ACETALDEHYDE	0	0	0	0	1	0
ACETAMINOPHEN (APAP; AP; PARACETAMOL)	0	0	1	0	0	1
ACETOCHLOR (2-CHLORO-N-(ETHOXYMETHYL)-N-(2-ETHYL-6-METHYL-PHENYL)-ACETAMIDE)	0	0	0	0	0	1
ACETONE	0	0	0	0	1	0
ACRYLONITRILE (AN; ACN)	0	0	0	0	1	0
ADINAZOLAM	0	0	0	0	0	1
AFLATOXIN B1 (AFB(1); AFLATOXIN B(1); AFB)	0	0	0	0	0	1
AG7088 (RUPINTRIVIR)	0	1	0	0	0	1
ALACHLOR (2-CHLORO-N-METHOXYMETHYL)-N-(2,6-DIETHYLPHENYL)ACETAMIDE)	0	0	0	0	0	1
ALBENDAZOLE (ABZ; METHYL 5-PROPYLTHIO-1H-BENZIMIDAZOL-2-YL CARBAMATE)	0	0	0	0	0	1
ALBENDAZOLE SULFOXIDE	1	0	0	0	0	0
ALL-TRANS-RETINOIC ACID (TRETINOIN; ATRA)	0	0	0	0	0	1
ALL-TRANS-RETINOL	1	0	0	0	0	0
ALLOPREGNANOLONE	0	0	0	1	0	0
ALMOTRIPTAN	0	0	0	1	0	1
ALOSETRON (LOTRONEX)	0	0	0	0	0	1
ALPHA- AND BETA-ENDOSULFAN (A BROAD-SPECTRUM CHLORINATED CYCLODIENE INSECTICIDE; 6,7,8,9,10,10-HEXACHLORO-1,5,5A,6,9,9A-HEXAHYDRO-6,9-METHANO-2,3,4-BENZO(E)DIOXATHIEPIN-3-OXIDE)	0	0	0	0	0	1
ALPHA-TOCOPHEROL	0	0	0	0	0	1
ALPIDEM	0	0	0	0	0	1
AMIDOPYRINE	1	0	0	0	0	0
AMINOPYRINE (AMIDOPYRINE; AMINOPHENAZONE)	0	1	0	1	0	1
AMIODARONE	0	1	0	0	0	1
AMITRIPTYLINE (AMI)	0	1	0	1	0	0
AMPRENAVIR (141W94; VX-478; KVX-478)	0	0	0	0	0	1
ANDROSTENEDIONE (ANDROST-4-ENE-3,17-DIONE)	0	0	0	0	0	1
ANTIPYRINE (AP)	0	1	0	1	1	1
APLIDINE	0	0	0	0	1	1
AQ4N, ANTHRAQUINONE DI-N-OXIDE PRODRUG	0	0	0	0	0	1
ARACHIDONIC ACID (AA)	0	0	1	0	1	0
ARISTOLOCHIC ACID	1	0	0	0	0	0
ARTEMISININ	0	0	0	0	0	1
ASTEMIZOLE	0	0	0	1	0	0
AZELASTINE ([4-[(4-CHLOROPHENYL)METHYL]-2-(HEXAHYDRO-1-METHYL-1H-AZEPIN-4YL )-1-(2 H)-PHTHALAZINONE MONOHYDROCHLORIDE])	0	1	0	1	0	1
AZIMILIDE	0	0	0	0	0	1
Abacavir	0	0	0	0	0	0
Abemaciclib	0	0	0	0	0	1
Abiraterone	0	0	0	0	0	1
Acalabrutinib	0	0	0	0	0	1
Acebutolol	0	0	0	1	0	0
Aceclofenac	0	0	1	0	0	0
Acefylline	1	0	0	0	0	0
Acenocoumarol	0	1	1	0	0	1
Acetaminophen	0	0	0	1	0	0
Acetic acid	0	0	0	0	1	0
Acetohexamide	0	0	1	0	0	0
Acetylcholine	0	0	0	1	0	0
Ademetionin	0	0	0	0	1	0
Afatinib	0	0	0	0	0	0
Agmatine	0	0	0	0	0	1
Agomelatine	1	0	0	0	0	0
Ajmaline	0	0	0	1	0	0
Albendazole	1	1	0	0	0	0
Alclometasone	0	0	0	0	0	1
Aldosterone	0	0	0	0	0	1
Alectinib	0	0	0	0	0	1
Alfatoxin B1	0	0	0	0	0	0
Alfentanil	0	0	0	0	0	1
Alfuzosin	0	0	0	0	0	1
Alilusem	0	0	0	0	0	1
Aliskiren	0	0	0	0	0	1
Allopurinol	0	0	0	0	0	0
Allylestrenol	0	0	0	0	0	1
Almotriptan	0	1	0	0	0	0
Alogliptin	0	0	0	1	0	1
Alosetron	0	0	1	0	0	0
Alpelisib	0	0	0	0	0	1
Alprenolol	0	0	0	1	0	0
Ambrisentan	0	1	0	0	0	1
Amcinonide	0	0	0	0	0	1
Amiflamine	0	0	0	1	0	0
Aminobutyric acid	0	0	0	1	0	0
Aminoflavone	1	1	1	0	0	0
Aminoflavone-N4'-hydroxyl	1	1	1	0	0	0
Aminoflavone-N5-hydroxyl	1	1	1	0	0	0
Aminophenazone	0	0	1	0	0	0
Amitriptyline	0	0	1	0	0	1
Amobarbital	0	1	1	0	0	0
Amoxapine	0	0	0	1	0	0
Amoxicillin	0	1	0	0	0	0
Ampeloside Bf2	0	0	0	0	0	0
Amphetamine	0	0	0	1	0	0
Amprenavir	0	0	1	1	0	0
Amsacrine	0	0	0	1	0	0
Anagrelide	1	0	0	0	0	0
Anastrozole	0	0	0	0	0	1
Anisodamine	0	0	0	1	0	0
Antipyrine	0	0	1	0	0	0
Apalutamide	0	0	0	0	0	1
Apixaban	1	1	1	0	0	1
Apraclonidine	0	0	0	1	0	0
Apremilast	1	0	0	0	0	1
Aprindine	0	0	0	1	0	0
Aranidipine	0	0	0	0	0	1
Argatroban	0	0	0	0	0	1
Aripiprazole	0	0	0	1	0	1
Aripiprazole lauroxil	0	0	0	1	0	1
Aromadendrin	0	0	0	0	0	0
Arotinolol	0	0	0	1	0	0
Artemether	0	1	1	1	0	1
Artesunate	0	0	0	0	0	1
Artocarbene	0	0	0	0	0	0
Asenapine	1	0	0	1	0	1
Asunaprevir	0	1	1	1	0	1
Atenolol	0	0	0	0	0	0
Atomoxetine	0	1	0	0	0	0
Atovaquone	0	0	0	0	0	1
Avapritinib	0	0	1	0	0	1
Axitinib	1	1	0	0	0	1
Azacitidine	0	0	0	0	0	0
Azacyclonol	0	0	0	0	0	0
Azatadine	0	0	0	0	0	0
Azathioprine	1	0	0	0	0	0
Azelnidipine	0	0	0	0	0	1
Azilsartan	0	1	1	0	0	0
Azimilide	0	0	0	1	0	0
Azithromycin	0	0	0	0	0	1
Aztreonam	0	0	0	0	0	1
BARNIDIPINE	0	0	0	0	0	1
BAYER R4407 [(+)K8644)]	0	0	0	0	0	1
BDB	0	0	0	1	0	0
BENZOXAZINORIFAMYCIN KRM-1648	0	0	0	0	0	1
BENZO[A]PYRENE (B[A]P; BAP; POLYCYCLIC AROMATIC HYDROCARBON (PAH))	0	0	0	0	1	1
BENZO[C]PHENANTHRENE	1	0	0	0	0	0
BENZPHETAMINE	0	0	0	0	0	1
BENZYDAMINE	1	1	0	1	0	1
BETA-ARTEETHER (AE)	0	0	0	0	0	1
BEZAFIBRATE	0	0	0	0	0	1
BFC	1	0	1	0	0	1
BICIFADINE	1	0	0	1	0	0
BISOPROLOL	0	0	0	0	0	1
BMAMC	1	0	1	0	0	0
BMS-214778 (LUZINDOLE)	0	0	1	1	0	0
BMS-310705	0	0	0	0	0	1
BMS-378806	1	0	0	1	0	1
BOLDENONE	0	0	0	0	0	1
BORTEZOMIB (VELCADE; PS-341; N-(2,3-PYRAZINE)CARBONYL-L-PHENYLALANINE-L-LEUCINE BORONIC ACID)	0	1	1	1	0	1
BOSENTAN	0	0	1	0	0	0
BRINZOLAMIDE	0	0	0	0	0	1
BROFAROMINE (CGP 11 305)	0	0	0	1	0	0
BROMOCRIPTINE	0	0	0	0	0	1
BROMODICHLOROMETHANE (BDCM)	0	0	0	0	1	0
BROMOPERIDOL REDUCED (DIHYDROBROMOPERIDOL)	0	0	0	0	0	1
BROMPERIDOL (BROMOPERIDOL; BP)	0	0	0	0	0	1
BROTIZOLAM	0	0	0	0	0	1
BUFLOMEDIL	0	1	0	1	0	0
BUPIVACAINE	0	0	0	0	0	1
BUPRANOLOL	0	0	0	1	0	0
BUPROPION (INN, AMFEBUTAMONE; BUP)	0	0	0	0	1	0
BUSPIRONE	0	0	0	1	0	0
BUSULPHAN	0	0	0	0	0	1
BUTACHLOR (N-(BUTOXYMETHYL)-2-CHLORO-N-(2,6-DIETHYL-PHENYL)ACETAMIDE)	0	0	0	0	0	1
BUTADIENE MONOXIDE (BM)	0	0	1	0	0	0
Balaglitazone	0	0	0	0	0	1
Baloxavir marboxil	0	0	0	0	0	1
Bamifylline	1	0	0	0	0	0
Barbital	0	1	0	0	0	0
Baricitinib	0	0	0	0	0	1
Beclomethasone	0	0	0	0	0	0
Beclomethasone dipropionate	0	0	0	0	0	1
Bedaquiline	0	0	0	0	0	1
Befunolol	0	0	0	1	0	0
Belinostat	0	0	1	0	0	1
Bencyclane	0	0	0	0	0	1
Bendamustine	1	0	0	0	0	0
Benidipine	0	0	0	0	0	1
Benzatropine	0	1	0	0	0	0
Benzethonium	0	1	0	1	0	0
Benzodiazepine	0	0	0	0	0	1
Benztropine	0	0	0	1	0	0
Benzydamine	0	0	0	0	1	0
Benzyl alcohol	1	0	0	1	1	0
Bepridil	0	0	0	1	0	1
Betaxolol	1	0	0	1	0	1
Bevantolol	0	0	0	1	0	0
Bictegravir	0	0	0	0	0	1
Bimatoprost	0	0	0	0	0	1
Binimetinib	1	1	0	0	0	0
Bioallethrin	0	1	1	0	0	1
Bisoprolol	0	0	0	1	0	0
Bleomycin	0	0	0	0	0	0
Blonanserin	0	0	0	0	0	1
Bopindolol	0	0	0	1	0	0
Bosutinib	0	0	0	0	0	1
Brexpiprazole	0	0	0	1	0	1
Brigatinib	0	0	0	0	0	1
Brivaracetam	0	1	1	0	0	1
Bromazepam	1	1	0	0	0	1
Bromotheophylline	1	0	0	0	0	0
Brompheniramine	0	1	1	1	1	1
Bucindolol	0	0	0	1	0	0
Bufuralol	0	0	0	1	0	0
Bunitrolol	0	0	0	1	0	0
Bupropion	0	0	1	0	0	0
Busulfan	0	0	0	0	0	0
Butylamphetamine	0	0	0	1	0	0
Butyrfentanyl	0	0	0	1	0	1
CAFFEINE (METHYLXANTHINE THEOPHYLLINE; CA)	0	0	0	0	1	0
CAPSAICIN	0	0	0	0	0	1
CARBARYL (CAR)	0	0	0	0	0	1
CARBOFURAN	0	1	0	0	0	1
CARBON TETRACHLORIDE (CCL4; TETRACHLOROMETHANE)	0	0	0	0	1	0
CARVEDILOL	0	0	0	0	1	0
CARVEDILOL (S)- AND (R)-	0	0	0	0	0	1
CARVONE	0	1	1	0	0	0
CHEMBL3401902	0	0	0	0	0	0
CHLOROFORM (CHCL3; TRICHLOROMETHANE)	0	1	0	0	1	0
CHLOROQUINE	0	0	0	1	0	1
CHLORPROGUANIL (BIGUANIDE)	0	1	0	0	0	0
CHLORPROMAZINE	0	0	0	0	0	1
CHLORPROPAMIDE	0	0	1	0	0	0
CHLORPYRIFOS (CPF)	0	1	0	0	0	1
CHLORZOXAZONE (6-OH-CHZ)	0	0	0	1	0	1
CHOLESTEROL (C27 STEROL)	0	0	0	0	0	1
CIBENZOLINE	0	0	0	1	0	1
CILNIDIPINE	0	0	0	0	0	1
CILOSTAZOL	0	0	0	1	0	0
CINACALCET	0	0	0	0	0	1
CINNARIZINE ((E)-1-(DIPHENYLMETHYL)-4-(3-PHENYL-2-PROPYL)PIPERAZINE; CZ)	0	0	1	0	0	0
CIPROFIBRATE (DERIVATIVES OF FIBRIC ACID (FIBRATES); CIP)	0	0	0	0	0	1
CISAPRIDE (PIPERIDINYL BENZAMIDE)	0	1	0	0	0	0
CJ-036878 (N-(3-PHENETHOXYBENZYL)-4-HYDROXYBENZAMIDE)	0	0	0	0	0	1
CLOBAZAM (CLB)	0	1	0	0	0	0
CLOMETHIAZOLE	0	1	0	0	0	0
CLONAZEPAM	0	0	0	0	0	1
CLOTIAZEPAM	0	1	0	0	0	0
CLOZAPINE (DIBENZODIAZEPINE)	0	0	1	0	0	1
CMV423	0	0	1	0	0	0
CMV423 (2-CHLORO 3-PYRIDINE 3-YL 5,6,7,8-TETRAHYDROINDOLIZINE I-CARBOXAMIDE)	0	0	0	0	0	1
CORTICOSTERONE (MINERALOCORTICOID)	0	0	0	0	0	1
CP-195,543	0	0	0	0	0	1
CP_122_721	0	0	0	1	0	0
CP_125_611	0	0	1	1	0	1
CP_677_623	0	0	1	1	1	1
CQA 206-291 (THE ERGOT ALKALOID)	0	0	0	0	0	1
CURCUMIN (DIFERULOYLMETHANE)	0	0	0	1	0	0
CYCLOBENZAPRINE (FLEXERIL)	0	0	0	1	0	1
CYCLOPHOSPHAMIDE (CPA; CP)	0	0	0	0	0	1
CYCLOSPORIN G	0	0	0	0	0	1
CYPROTERONE ACETATE	0	0	0	0	0	1
CYTARABINE	0	0	0	0	0	1
Cabazitaxel	0	0	0	0	0	1
Cabergoline	0	0	0	0	0	1
Cabozantinib	0	0	1	0	0	1
Cabreuvin	0	0	0	0	0	0
Cafedrine	1	0	0	0	0	0
Caffeine	0	0	1	1	0	0
Calanolide A	0	0	0	0	0	1
Canagliflozin	0	0	0	0	0	1
Candesartan	0	0	1	0	0	0
Candesartan cilexetil	0	0	1	0	0	0
Cannabidiol	0	0	1	1	0	1
Capmatinib	0	0	0	0	0	1
Capravirine	0	1	1	0	0	1
Capsanthin 5,6-epoxide	0	0	0	0	0	0
Captopril	0	0	0	1	0	0
Carbinoxamine	0	1	1	0	1	1
Carboxyamidotriazole	0	0	0	0	0	1
Carbutamide	0	0	1	0	0	0
Carglumic acid	0	0	0	0	0	0
Cariprazine	0	0	0	1	0	1
Carisoprodol	0	1	0	0	0	0
Carmustine	1	0	1	0	0	0
Caroverine	0	0	0	0	0	1
Carprofen	0	0	1	0	0	1
Carteolol	0	0	0	1	0	0
Carvedilol	0	0	1	0	0	0
Caryophyllene oxide	0	0	0	0	0	0
Cefalexin	0	0	0	1	0	0
Ceftriaxone	0	0	0	0	0	0
Celecoxib	0	0	0	1	0	0
Celiprolol	0	0	0	1	0	0
Cenobamate	0	0	0	0	1	1
Cephalexin	0	0	0	0	0	1
Cer(d18:0/25:0)	0	0	0	0	0	0
Ceritinib	0	0	0	0	0	1
Cevimeline	0	0	0	1	0	0
Chikusetsusaponin Ia	0	0	0	0	0	0
Chloral	0	0	0	0	0	0
Chloral hydrate	0	0	0	0	0	0
Chlorambucil	0	0	0	0	0	0
Chlordiazepoxide	1	0	0	0	0	1
Chlordizaepoxide	1	0	0	0	0	0
Chlormadinone	0	0	0	0	0	1
Chloroprene	0	0	0	0	1	0
Chlorproguanil	0	0	0	0	0	0
Chlorpromazine	0	0	0	1	0	0
Chlorprothixene	0	0	0	0	0	1
Chlorpyrifos	0	0	0	1	0	0
Chlorthalidone	0	0	0	0	0	0
Cholestyramine	0	0	0	0	0	0
Ciclesonide	0	0	0	1	0	1
Ciglitazone	0	0	0	0	0	1
Cilostazol	0	1	0	0	0	0
Cimetidine	0	0	1	0	0	0
Cinacalcet	1	0	0	0	0	0
Cinnarizin	1	0	0	0	0	0
Cinnarizine	0	0	0	1	0	0
Cinoxacin	0	0	1	0	0	1
Citalopram	0	1	0	0	0	1
Clenbuterol	1	0	0	0	0	0
Clevidipine	0	0	0	1	1	1
Clobetasol	0	0	0	0	0	1
Clobetasol propionate	0	0	0	0	0	1
Clobetasone	0	0	0	0	0	1
Clomipramine	0	0	0	0	0	0
Clonidine	1	0	0	0	0	1
Clopidogrel	0	0	1	0	0	1
Cloranolol	0	0	0	1	0	0
Clorazepic acid	0	0	0	0	0	1
Clorindione	0	0	0	0	0	1
Clotrimazole	0	0	0	0	0	1
Clozapine	0	1	0	1	0	0
Cobicistat	0	0	0	0	0	1
Cobimetinib	0	0	0	0	0	1
Codeine	0	0	0	1	0	1
Copanlisib	0	0	0	0	0	1
Cortisone	0	0	0	0	0	1
Cortisone acetate	0	0	0	0	0	1
Coumarin	0	0	1	0	0	0
Crizotinib	0	0	0	0	0	1
Cyamemazine	0	0	1	0	0	1
Cyclandelate	0	0	0	0	0	1
Cyclophosphamide	0	1	1	0	0	0
Cypermethrin	1	0	0	0	0	0
D0870 (ICI 195739)	0	0	0	0	0	1
DA-8159	0	0	0	0	0	1
DACARBAZINE (DTIC)	0	0	0	0	1	0
DAIDZEIN	1	0	0	0	0	0
DANTROLENE	0	0	0	0	0	1
DAPSONE (DDS)	0	0	0	0	1	0
DARIFENACIN	0	0	0	1	0	0
DBN	0	0	0	0	1	0
DEGUELIN	0	1	0	0	0	1
DEHYDROEPIANDROSTERONE (DHEA)	0	0	0	0	0	1
DELAVIRDINE (DLV)	0	0	0	0	0	1
DEOXYCHOLIC ACID (DCA)	0	0	0	0	0	1
DEOXYPODOPHYLLOTOXIN (DPT; ANTHRICIN)	0	0	0	0	0	1
DERAMCICLANE	0	0	0	0	0	1
DESGLYMIDODRINE	1	0	0	0	0	0
DESGLYMIDODRINE (DMAE)	0	0	0	1	0	0
DESMETHYLADINAZOLAM	0	0	0	0	0	1
DESMETHYLCITALOPRAM	0	0	0	1	0	0
DESMETHYLCLOMIPRAMINE (DC)	0	0	0	1	0	0
DESMETHYLSELEGILINE	0	1	0	0	0	0
DESMETHYLSELEGILINE, N-, (R)-(-)- (SELEGILINE METABOLITE)	0	0	0	0	0	1
DESMETHYLTRIMIPRAMINE	0	1	1	0	0	0
DEXLOXIGLUMIDE (DEX)	0	0	1	0	0	1
DEXTROPHAN (AS METABOLITE OF DEXTROMETHORPHAN)	0	0	0	0	0	1
DIALLYL DISULFIDE (DADS; GARLIC SULFUR COMPOUND)	0	1	1	1	0	0
DIALLYL SULFIDE (ALLYL SULFIDE; DAS)	0	0	0	0	1	0
DIAZINON	0	1	1	0	0	1
DIBENZO[A,H]ANTHRACENE (DB[A,H]A)	0	0	1	0	0	0
DIBENZO[A,H]PYRENE	1	0	0	0	0	0
DIBENZO[A,L]PYRENE (DB[A,L]P)	0	0	0	0	0	1
DIBENZYLFLUORESCEIN (DBF)	0	1	1	0	0	0
DIBENZ[A,H]ACRIDINE (DB[A,H]ACR)	0	0	0	0	0	1
DICLOFENAC	1	0	0	0	0	0
DICLOFENAC, 5-HYDROXY	0	0	1	0	0	0
DICLOFENAC, CH(2)OH DERIVATIVE	0	1	0	0	0	1
DICOUMAROL	0	0	1	0	0	0
DIETHYLDITHIOCARBAMATE METHYL ESTER (DDTC-ME)	0	0	0	1	1	1
DIGITOXIN	0	0	0	0	0	1
DIHYDRALAZINE	1	0	0	0	0	1
DIHYDROBROMOPERIDOL (R)- (BROMOPERIDOL REDUCED)	0	0	0	1	0	0
DIHYDROERGOTAMINE	0	0	0	0	0	1
DIMETHOATE	1	0	0	0	0	0
DIMETHOATE (DIM)	0	0	0	0	0	1
DIMETHYL BENZOYLPHENYLUREA (BPU)	0	0	0	1	0	1
DMP 543, DESPICOLYL METABOLITE	0	0	0	0	0	1
DMZ	0	1	1	0	0	0
DOCOSAHEXAENOIC ACID	1	0	0	0	0	0
DOCOSAHEXAENOIC ACID (DHA)	0	1	1	0	0	0
DOLASETRON	0	0	1	0	0	0
DOLASETRON (REDUCED METABOLITE)	0	0	0	0	0	1
DONEPEZIL	0	0	0	0	0	1
DORZOLAMIDE	0	0	1	0	0	1
DOXORUBICIN (ANTIBIOTIC, ANTHRACYCLINE)	0	0	0	0	0	1
DRF 4367	0	1	0	1	0	0
DY-9760E (3-[2-[4-(3-CHLORO-2-METHYLPHENYL)-1-PIPERAZINYL]ETHYL]-5,6-DIMETHOXY-1-(4-IMIDAZOLYLMETHYL)-1H-INDAZOLE DIHYDROCHLORIDE 3.5 HYDRATE)	0	0	0	0	0	1
Dabrafenib	0	0	0	0	0	1
Dacarbazine	1	0	0	0	0	0
Daclatasvir	0	0	0	0	0	1
Dacomitinib	0	0	1	0	0	1
Dalfampridine	0	0	0	0	1	0
Dalteparin	0	0	0	0	0	0
Dapagliflozin	1	0	1	1	0	1
Dapoxetine	0	0	0	1	0	1
Dapsone	0	1	1	0	0	0
Darodipine	0	0	0	0	0	1
Darolutamide	0	0	0	0	0	1
Dasabuvir	0	0	0	1	0	1
Dasatinib	1	0	0	0	0	0
Daunorubicin	1	0	0	0	0	0
Deanol	1	0	0	1	0	0
Debrisoquine	0	0	0	1	0	0
Decamethrin	1	0	0	0	0	0
